	3D Point Head  			3D Point 117:LS			3D Point 117:LE			3D Point LWRIST			3D Point 117:RS			3D Point 117:RE			3D Point RWRIST			3D Point LHIP  			3D Point RHIP  			3D Point 117:LK			3D Point 117:LA			3D Point 117:RK			3D Point 117:RA		
Frame	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z
120	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
121	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
122	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
123	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
124	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
125	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
126	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
127	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
128	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
129	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
130	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
131	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
132	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
133	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
134	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
135	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
136	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
137	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
138	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
139	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
140	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
141	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
142	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
143	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
144	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
145	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
146	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
147	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
148	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
149	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
150	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
151	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
